RespondentID,Feedback,clean_feedback
741,The beans smell fantastic. Would recommend it to friends.,the beans smell fantastic would recommend it to friends
742,Best coffee I've had in a while. Please introduce more roast options. 😅,best coffee ive had in a while please introduce more roast options
743,Not as fesh as expected. imo it's one of the better brands.,not as fesh as expected opinion its one of the better brands
744,Worth every penny. imo it's one of the better brands. 👎,worth every penny opinion its one of the better brands
745,My morning feels incomplete without it. Would love a decaf version. 😊,my morning feels incomplete without it would love a decaf version
746,I'll definitely buy again. ngl I expected more.,ill definitely buy again honestly i expected more
747,I'll definitely buy again 😊,ill definitely buy again
748,Way too expensive. Please introduce more roast options. 👍,way too expensive please introduce more roast options
749,Works gr8 with milk but black coffee isn't my favourite. 😍,works gr with milk but black coffee isnt my favourite
750,Best cofee I've had in a while. Not bad at all tbh. 😊,best cofee ive had in a while not bad at all honestly
751,Super smooth taste. ngl I expected more.,super smooth taste honestly i expected more
752,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 😕,taste is nice but its a bit pricey hope you keep the quality consistent
753,Pretty good overall although I expected a stronger roast. Please introduce more roast options.,pretty good overall although i expected a stronger roast please introduce more roast options
754,Pretty good! 😋,pretty good
755,Pretty good overall although I expected a stronger roast. I drink it every morning. ☕,pretty good overall although i expected a stronger roast i drink it every morning
756,Super smooth taste. imo it's one of the better brands. 👌,super smooth taste opinion its one of the better brands
757,Best coffee I've had in a while 😕,best coffee ive had in a while
758,I'll definetly buy again. 😊,ill definetly buy again
759,Too bitter for me. Would love a decaf version. 😕,too bitter for me would love a decaf version
760,Really enjoying Coffee X. Would recommend it to friends.,really enjoying coffee x would recommend it to friends
761,Worth every penny. ngl I expected more. ❤️,worth every penny honestly i expected more
762,Very balanced flavour.,very balanced flavour
763,Best coffee I've had in a while. Not bad at all tbh.,best coffee ive had in a while not bad at all honestly
764,Amazing 😍 👎,amazing
765,Taste is nice but it's a bit pricey. Would love a decaf version. 😊,taste is nice but its a bit pricey would love a decaf version
766,Love this coffee. imo it's one of the better brands. 😋,love this coffee opinion its one of the better brands
767,I'll definitely buy again.,ill definitely buy again
768,Not as fesh as expected. 👎,not as fesh as expected
769,Packaging could be better. Would love a decaf version. ☕,packaging could be better would love a decaf version
770,Really enjoying Coffee X. I drink it every morning. ❤️,really enjoying coffee x i drink it every morning
771,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👎,works great with milk but black coffee isnt my favourite hope you keep the quality consistent
772,Love this coffee.,love this coffee
773,Meh. 👌,meh
774,The beans smell fantastic 👌,the beans smell fantastic
775,Pretty good overall although I expected a stronger roast. Customer service was gr8 too.,pretty good overall although i expected a stronger roast customer service was gr too
776,My morning feels incomplete without it. Would recommend it to friends. 👎,my morning feels incomplete without it would recommend it to friends
777,Bit disappointed. I drink it every morning.,bit disappointed i drink it every morning
778,Super smooth taste 👎,super smooth taste
779,Didn't enjoy the aftertaste. Hope you keep the quality consistent. 🤔,didnt enjoy the aftertaste hope you keep the quality consistent
780,Packaging could be better. imo it's one of the better brands.,packaging could be better opinion its one of the better brands
781,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent. 😊,packaging looks premium but freshness could improve hope you keep the qualty consistent
782,"Love the aroma, not a fan of the aftertaste. 😕",love the aroma not a fan of the aftertaste
783,Packaging could be better. Please introduce more roast options. 😋,packaging could be better please introduce more roast options
784,Not bad. ❤️,not bad
785,My morning feels incomplete without it. ☕,my morning feels incomplete without it
786,Super smooth taste. Please introduce more roast options. ☕,super smooth taste please introduce more roast options
787,Too bitter for me. Would recommend it to friends. 😅,too bitter for me would recommend it to friends
788,Not as fresh as expected. imo it's one of the better brands. 😋,not as fresh as expected opinion its one of the better brands
789,Love this coffee. Customer service was gr8 too. 😍,love this coffee customer service was gr too
790,Way too expensive. 👎,way too expensive
791,I'll definitely buy again. Hope you keep the quality consistent. 😊,ill definitely buy again hope you keep the quality consistent
792,Best coffe I've had in a while. Customer service was great too. 😊,best coffe ive had in a while customer service was great too
793,Super smooth taste,super smooth taste
794,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent.,packaging looks premium but freshness could improve hope you keep the qualty consistent
795,My morning feels incomplete without it,my morning feels incomplete without it
796,realy enjoying Coffee X. 😊,realy enjoying coffee x
797,Coffee arrived stale. Hope you keep the quality consistent. 😍,coffee arrived stale hope you keep the quality consistent
798,Packaging could be better. Delivery was really fast. 😍,packaging could be better delivery was really fast
799,Bit disappointed. 😍,bit disappointed
800,Taste is kinda weak. Would reccomend it to friends.,taste is kinda weak would reccomend it to friends
801,Wouldn't buy again. ❤️,wouldnt buy again
802,Works great with milk but black coffee isn't my favourite. Would love a decaf version. 😅,works great with milk but black coffee isnt my favourite would love a decaf version
803,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😍",love the aroma not a fan of the aftertaste customer service was great too
804,Taste is nice but it's a bit pricey. Would reccomend it to friends.,taste is nice but its a bit pricey would reccomend it to friends
805,Very balanced flavour. Would recomend it to friends. 😕,very balanced flavour would recomend it to friends
806,Bit disappointed. Customer service was great too.,bit disappointed customer service was great too
807,Love this coffee 👍,love this coffee
808,Taste is kinda weak. Hope you keep the quality consistent. ❤️,taste is kinda weak hope you keep the quality consistent
809,Bit disappointed. Hope you keep the quality consistent.,bit disappointed hope you keep the quality consistent
810,Best coffee I've had in a while. Hope you keep the quality consistent. 😍,best coffee ive had in a while hope you keep the quality consistent
811,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 👍,packaging looks premium but freshness could improve hope you keep the quality consistent
812,Packaging looks premium but freshness could improve. imo it's one of the better brands. ☕,packaging looks premium but freshness could improve opinion its one of the better brands
813,Worth every penny. Customer service was great too.,worth every penny customer service was great too
814,Way too expensive. Hope you keep the quality consistent.,way too expensive hope you keep the quality consistent
815,My morning feels incomplete without it. Customer service was great too. 😋,my morning feels incomplete without it customer service was great too
816,Too expensive 😕,too expensive
817,Super smooth taste. Please introduce more roast options. 😕,super smooth taste please introduce more roast options
818,Works great with milk but black cofee isn't my favourite. Customer service was great too. 😋,works great with milk but black cofee isnt my favourite customer service was great too
819,Love this coffe Hope you keep the qualty consistent.,love this coffe hope you keep the qualty consistent
820,realy enjoying Coffee X. Customer service was great too. 🤔,realy enjoying coffee x customer service was great too
821,I'll definitely buy again. 😅,ill definitely buy again
822,Really enjoying Coffee X. Please introduce more roast options. 😅,really enjoying coffee x please introduce more roast options
823,Pretty good! 😊,pretty good
824,Super smooth taste. Not bad at all tbh. 😅,super smooth taste not bad at all honestly
825,Amazing aroma. I drink it every morning. ☕,amazing aroma i drink it every morning
826,"Love the aroma, not a fan of the aftertaste. ❤️",love the aroma not a fan of the aftertaste
827,Best coffee I've had in a while,best coffee ive had in a while
828,Worth every penny. Would reccomend it to friends.,worth every penny would reccomend it to friends
829,Very balanced flavour. I drink it every morning.,very balanced flavour i drink it every morning
830,Worth every penny. Delivery was realy fast. ❤️,worth every penny delivery was realy fast
831,Love this coffee 👌,love this coffee
832,Coffee arrived stale 😍,coffee arrived stale
833,Taste is nice but it's a bit pricey. Would recommend it to friends. 😅,taste is nice but its a bit pricey would recommend it to friends
834,Packaging looks premium but freshness could improve. I drink it every morning. 😕,packaging looks premium but freshness could improve i drink it every morning
835,Works great with milk but black coffe isn't my favourite. Delivery was really fast. 👎,works great with milk but black coffe isnt my favourite delivery was really fast
836,Very balanced flavour. Not bad at all tbh. 🤔,very balanced flavour not bad at all honestly
837,rly enjoying Coffee X. Please introduce more roast options. 😅,rly enjoying coffee x please introduce more roast options
838,Taste is nice but it's a bit pricey.,taste is nice but its a bit pricey
839,Too expensive 😕 😅,too expensive
840,Packaging looks premium but freshness could improve. Customer service was gr8 too.,packaging looks premium but freshness could improve customer service was gr too
841,Love this coffe Would recommend it to friends.,love this coffe would recommend it to friends
842,Yumm 😋 😋,yumm
843,Amazing aroma. Customer service was great too.,amazing aroma customer service was great too
844,Didn't enjoy the aftertaste. Please introduce more roast options. 👌,didnt enjoy the aftertaste please introduce more roast options
845,Works great with milk but black coffee isn't my favourite. ☕,works great with milk but black coffee isnt my favourite
846,Didn't enjoy the aftertaste. ☕,didnt enjoy the aftertaste
847,Wouldn't buy again. Customer service was great too.,wouldnt buy again customer service was great too
848,Worth every penny. Would love a decaf version.,worth every penny would love a decaf version
849,Works great with milk but black cofee isn't my favourite. ❤️,works great with milk but black cofee isnt my favourite
850,Could be better. 😅,could be better
851,Works great with milk but black coffe isn't my favourite. Would recommend it to friends.,works great with milk but black coffe isnt my favourite would recommend it to friends
852,Really enjoying Coffee X. 👌,really enjoying coffee x
853,Taste is kinda weak. I drink it every morning. 😕,taste is kinda weak i drink it every morning
854,Not as fresh as expected. imo it's one of the better brands. 🤔,not as fresh as expected opinion its one of the better brands
855,Meh. ☕,meh
856,Packaging could be better.,packaging could be better
857,Pretty good overall although I expected a stronger roast. ngl I expected more. 👌,pretty good overall although i expected a stronger roast honestly i expected more
858,Worth every penny. I drink it every morning. ❤️,worth every penny i drink it every morning
859,Wouldn't buy again. imo it's one of the better brands. ❤️,wouldnt buy again opinion its one of the better brands
860,Wouldn't buy again. I drink it every morning. ❤️,wouldnt buy again i drink it every morning
861,Yumm 😋 😊,yumm
862,Love this cofee Customer service was gr8 too.,love this cofee customer service was gr too
863,Amazing aroma. Customer service was great too. ☕,amazing aroma customer service was great too
864,Works great with milk but black cofee isn't my favourite. 👎,works great with milk but black cofee isnt my favourite
865,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands.,works great with milk but black coffee isnt my favourite opinion its one of the better brands
866,Very balanced flavour. Would love a decaf version. ❤️,very balanced flavour would love a decaf version
867,My morning feels incomplete without it. Would recommend it to friends.,my morning feels incomplete without it would recommend it to friends
868,Wouldn't buy again. 😋,wouldnt buy again
869,Pretty good overall although I expected a stronger roast. 😊,pretty good overall although i expected a stronger roast
870,Not as fresh as expected.,not as fresh as expected
871,"Love the aroma, not a fan of the aftertaste. Please introduce more roast options.",love the aroma not a fan of the aftertaste please introduce more roast options
872,Bit disappointed. Not bad at all tbh. ❤️,bit disappointed not bad at all honestly
873,My morning feels incomplete without it. imo it's one of the better brands. 👍,my morning feels incomplete without it opinion its one of the better brands
874,Yumm 😋 👌,yumm
875,Very balanced flavour. Not bad at all tbh. 👌,very balanced flavour not bad at all honestly
876,My morning feels incomplete without it. Delivery was really fast. 👍,my morning feels incomplete without it delivery was really fast
877,Best coffee I've had in a while 👌,best coffee ive had in a while
878,The beans smell fantastic. ngl I expected more. 😅,the beans smell fantastic honestly i expected more
879,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😅,pretty good overall although i expected a stronger roast opinion its one of the better brands
880,My morning feels incomplete without it. imo it's one of the better brands. 😅,my morning feels incomplete without it opinion its one of the better brands
881,"Love the aroma, not a fan of the aftertaste. 😅",love the aroma not a fan of the aftertaste
882,Didn't enjoy the aftertaste. Hope you keep the quality consistent. ☕,didnt enjoy the aftertaste hope you keep the quality consistent
883,My morning feels incomplete without it. Hope you keep the quality consistent.,my morning feels incomplete without it hope you keep the quality consistent
884,Packaging could be better. Would recommend it to friends. ☕,packaging could be better would recommend it to friends
885,Taste is nice but it's a bit pricey. Would love a decaf version.,taste is nice but its a bit pricey would love a decaf version
886,Really enjoying Coffee X,really enjoying coffee x
887,Not as fresh as expected. I drink it every morning.,not as fresh as expected i drink it every morning
888,Way too expensive 😅,way too expensive
889,Not as fresh as expected. Delivery was really fast. 😋,not as fresh as expected delivery was really fast
890,Super smooth taste. 😍,super smooth taste
891,Expected better. Not bad at all tbh. ☕,expected better not bad at all honestly
892,Coffee arrived stale. Not bad at all tbh.,coffee arrived stale not bad at all honestly
893,Super smooth taste. Customer service was great too. 😅,super smooth taste customer service was great too
894,rly enjoying Coffee X. ngl I expected more.,rly enjoying coffee x honestly i expected more
895,Best coffe I've had in a while,best coffe ive had in a while
896,Could be better. 😍,could be better
897,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👌,taste is nice but its a bit pricey hope you keep the quality consistent
898,Works great with milk but black coffee isn't my favourite. 👍,works great with milk but black coffee isnt my favourite
899,Taste is kinda weak. Please introduce more roast options. ☕,taste is kinda weak please introduce more roast options
900,Not as fresh as expected. Please introduce more roast options.,not as fresh as expected please introduce more roast options
901,My morning feels incomplete without it ☕,my morning feels incomplete without it
902,Best coffee I've had in a while. Customer service was gr8 too.,best coffee ive had in a while customer service was gr too
903,Very balanced flavour. I drink it every morning. 👌,very balanced flavour i drink it every morning
904,Not as fresh as expected. Would love a decaf version. 😍,not as fresh as expected would love a decaf version
905,Love this coffee. Would love a decaf version.,love this coffee would love a decaf version
906,Wouldn't buy again,wouldnt buy again
907,Best cofee I've had in a while. Would recomend it to friends.,best cofee ive had in a while would recomend it to friends
908,Amazing aroma 👎,amazing aroma
909,My morning feels incomplete without it. Customer service was gr8 too.,my morning feels incomplete without it customer service was gr too
910,Love this coffee. Delivery was really fast.,love this coffee delivery was really fast
911,"Love the aroma, not a fan of the aftertaste. Customer service was great too.",love the aroma not a fan of the aftertaste customer service was great too
912,Super smooth taste. Would love a decaf version.,super smooth taste would love a decaf version
913,Expected better. ngl I expected more. ☕,expected better honestly i expected more
914,Amazing aroma. 😕,amazing aroma
915,Love this cofee Hope you keep the quality consistent. ❤️,love this cofee hope you keep the quality consistent
916,Meh. 😍,meh
917,Bit disappointed. Would recommend it to friends.,bit disappointed would recommend it to friends
918,Best coffe I've had in a while. Hope you keep the quality consistent. 😅,best coffe ive had in a while hope you keep the quality consistent
919,It's okay.,its okay
920,Works great with milk but black coffee isn't my favourite. 😊,works great with milk but black coffee isnt my favourite
921,I'll definitely buy again. Would love a decaf version. ☕,ill definitely buy again would love a decaf version
922,Very balanced flavour. Would love a decaf version. 😍,very balanced flavour would love a decaf version
923,I'll definately buy again.,ill definately buy again
924,Pretty good overall although I expected a stronger roast. I drink it every morning. 😅,pretty good overall although i expected a stronger roast i drink it every morning
925,Taste is nice but it's a bit pricey. Please introduce more roast options.,taste is nice but its a bit pricey please introduce more roast options
926,Pretty good overall although I expected a stronger roast. 👌,pretty good overall although i expected a stronger roast
927,Too bitter for me. Would recommend it to friends. 😕,too bitter for me would recommend it to friends
928,realy enjoying Coffee X. Hope you keep the quality consistent.,realy enjoying coffee x hope you keep the quality consistent
929,Taste is nice but it's a bit pricey. Would love a decaf version. 👎,taste is nice but its a bit pricey would love a decaf version
930,Wouldn't buy again 😋,wouldnt buy again
931,Super smooth taste. ❤️,super smooth taste
932,My morning feels incomplete without it. Would recommend it to friends. 😕,my morning feels incomplete without it would recommend it to friends
933,Taste is kinda weak. Not bad at all tbh.,taste is kinda weak not bad at all honestly
934,Amazing aroma. ngl I expected more. 😅,amazing aroma honestly i expected more
935,Worth every penny. Delivery was really fast.,worth every penny delivery was really fast
936,My morning feels incomplete without it. Delivery was realy fast.,my morning feels incomplete without it delivery was realy fast
937,Best coffee I've had in a while. 😕,best coffee ive had in a while
938,Really enjoying Coffee X 👌,really enjoying coffee x
939,Coffee arrived stale. ❤️,coffee arrived stale
940,Amazing aroma. Would recommend it to friends.,amazing aroma would recommend it to friends
941,Didn't enjoy the aftertaste. Delivery was really fast. 🤔,didnt enjoy the aftertaste delivery was really fast
942,Taste is nice but it's a bit pricey. ngl I expected more. 😅,taste is nice but its a bit pricey honestly i expected more
943,Expected better. ☕,expected better
944,Very balanced flavour. 😕,very balanced flavour
945,Packaging could be better 🤔,packaging could be better
946,Expected better. Customer service was great too. 👌,expected better customer service was great too
947,Too bitter for me. Delivery was really fast. 🤔,too bitter for me delivery was really fast
948,My morning feels incomplete without it. Delivery was really fast. 😍,my morning feels incomplete without it delivery was really fast
949,Love this coffee. I drink it every morning.,love this coffee i drink it every morning
950,Best coffee I've had in a while. Hope you keep the qualty consistent. 😊,best coffee ive had in a while hope you keep the qualty consistent
951,Super smooth taste. imo it's one of the better brands.,super smooth taste opinion its one of the better brands
952,Really enjoying Coffee X. ❤️,really enjoying coffee x
953,coffe arrived stale. Please introduce more roast options.,coffe arrived stale please introduce more roast options
954,Wouldn't buy again. Would recommend it to friends.,wouldnt buy again would recommend it to friends
955,Amazing aroma. Delivery was really fast. 😋,amazing aroma delivery was really fast
956,Best coffee I've had in a while. 😅,best coffee ive had in a while
957,Expected better. ngl I expected more. ❤️,expected better honestly i expected more
958,Expected better. I drink it every morning. 😊,expected better i drink it every morning
959,Best cofee I've had in a while. 👌,best cofee ive had in a while
960,Really enjoying coffe X. imo it's one of the better brands.,really enjoying coffe x opinion its one of the better brands
961,Love it ☕ 😅,love it
962,Really enjoying Coffee X. Please introduce more roast options. 😕,really enjoying coffee x please introduce more roast options
963,Super smooth taste. Would love a decaf version. 👍,super smooth taste would love a decaf version
964,Wouldn't buy again. Please introduce more roast options. 👍,wouldnt buy again please introduce more roast options
965,I'll definitely buy again. Hope you keep the quality consistent.,ill definitely buy again hope you keep the quality consistent
966,Super smooth taste. Customer service was great too.,super smooth taste customer service was great too
967,Works gr8 with milk but black coffee isn't my favourite. Hope you keep the quality consistent.,works gr with milk but black coffee isnt my favourite hope you keep the quality consistent
968,Very balanced flavour. Would recommend it to friends. 😕,very balanced flavour would recommend it to friends
969,Very balanced flavour. Hope you keep the qualty consistent.,very balanced flavour hope you keep the qualty consistent
970,Taste is kinda weak. I drink it every morning. ❤️,taste is kinda weak i drink it every morning
971,Taste is kinda weak 👎,taste is kinda weak
972,I'll definitely buy again. Not bad at all tbh. 👎,ill definitely buy again not bad at all honestly
973,The beans smell fantastic. 😋,the beans smell fantastic
974,Bit disappointed 😍,bit disappointed
975,Pretty good overall although I expected a stronger roast. Not bad at all tbh. 👍,pretty good overall although i expected a stronger roast not bad at all honestly
976,Really enjoying cofee X 👌,really enjoying cofee x
977,Super smooth taste. 😕,super smooth taste
978,My morning feels incomplete without it. Customer service was great too. 🤔,my morning feels incomplete without it customer service was great too
979,Taste is nice but it's a bit pricey. Not bad at all tbh. 😋,taste is nice but its a bit pricey not bad at all honestly
980,Coffee arrived stale. Would recommend it to friends. 😍,coffee arrived stale would recommend it to friends
981,Works great with milk but black coffee isn't my favourite. Delivery was really fast. 👎,works great with milk but black coffee isnt my favourite delivery was really fast
982,Way too expensive. 😊,way too expensive
983,I'll definitely buy again. 😋,ill definitely buy again
984,coffe arrived stale ☕,coffe arrived stale
985,Taste is nice but it's a bit pricey. imo it's one of the better brands. 🤔,taste is nice but its a bit pricey opinion its one of the better brands
986,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😊,pretty good overall although i expected a stronger roast opinion its one of the better brands
987,Packaging looks premium but freshness could improve.,packaging looks premium but freshness could improve
988,Not as fesh as expected. Would recommend it to friends.,not as fesh as expected would recommend it to friends
989,Way too expensive. Hope you keep the quality consistent. 🤔,way too expensive hope you keep the quality consistent
990,Super smooth taste. Hope you keep the quality consistent. 👌,super smooth taste hope you keep the quality consistent
991,My morning feels incomplete without it. I drink it every morning. 👌,my morning feels incomplete without it i drink it every morning
992,Worth every penny. imo it's one of the better brands. 🤔,worth every penny opinion its one of the better brands
993,Very balanced flavour ☕,very balanced flavour
994,Bit disappointed. ngl I expected more.,bit disappointed honestly i expected more
995,My morning feels incomplete without it. Would love a decaf version. 😍,my morning feels incomplete without it would love a decaf version
996,Super smooth taste. Would recommend it to friends. ☕,super smooth taste would recommend it to friends
997,Not as fresh as expected. Would reccomend it to friends.,not as fresh as expected would reccomend it to friends
998,Pretty good overall although I expected a stronger roast. Would love a decaf version. ☕,pretty good overall although i expected a stronger roast would love a decaf version
999,Coffee arrived stale. Hope you keep the qualty consistent.,coffee arrived stale hope you keep the qualty consistent
1000,Wouldn't buy again. Delivery was really fast. 👌,wouldnt buy again delivery was really fast
1001,Not as fresh as expected. Would recommend it to friends. ☕,not as fresh as expected would recommend it to friends
1002,Bit disappointed. I drink it every morning. 😊,bit disappointed i drink it every morning
1003,Too bitter for me. Would love a decaf version. 🤔,too bitter for me would love a decaf version
1004,I'll definitely buy again. Customer service was great too. 😊,ill definitely buy again customer service was great too
1005,Packaging could be better. Delivery was rly fast. 👌,packaging could be better delivery was rly fast
1006,Best coffee I've had in a while. 👍,best coffee ive had in a while
1007,Love this coffee. imo it's one of the better brands.,love this coffee opinion its one of the better brands
1008,Packaging could be better 😅,packaging could be better
1009,Packaging could be better 👌,packaging could be better
1010,Bit disappointed. Delivery was really fast. 😕,bit disappointed delivery was really fast
1011,"Love the aroma, not a fan of the aftertaste. 👍",love the aroma not a fan of the aftertaste
1012,Worth every penny. Hope you keep the quality consistent. ❤️,worth every penny hope you keep the quality consistent
1013,The beans smell fantastic. Not bad at all tbh. 😕,the beans smell fantastic not bad at all honestly
1014,Best coffee I've had in a while. I drink it every morning. 🤔,best coffee ive had in a while i drink it every morning
1015,Super smooth taste. Delivery was really fast. 😊,super smooth taste delivery was really fast
1016,Best coffee I've had in a while. Would recommend it to friends. 👍,best coffee ive had in a while would recommend it to friends
1017,Pretty good overall although I expected a stronger roast. 😅,pretty good overall although i expected a stronger roast
1018,Packaging could be better. Delivery was really fast.,packaging could be better delivery was really fast
1019,Wouldn't buy again. Delivery was really fast. 😍,wouldnt buy again delivery was really fast
1020,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 😍,works great with milk but black coffee isnt my favourite not bad at all honestly
1021,Coffee arrived stale. I drink it every morning. 😅,coffee arrived stale i drink it every morning
1022,Way too expensive ☕,way too expensive
1023,"Love the aroma, not a fan of the aftertaste. I drink it every morning. 👌",love the aroma not a fan of the aftertaste i drink it every morning
1024,10/10 ❤️,
1025,Packaging could be better. ☕,packaging could be better
1026,Packaging looks premium but freshness could improve. Would recommend it to friends. 👌,packaging looks premium but freshness could improve would recommend it to friends
1027,Packaging looks premium but freshness could improve. 👎,packaging looks premium but freshness could improve
1028,Amazing aroma. Please introduce more roast options. 👎,amazing aroma please introduce more roast options
1029,Coffee arrived stale 😅,coffee arrived stale
1030,Love this coffee. Would recommend it to friends. ❤️,love this coffee would recommend it to friends
1031,Packaging looks premium but freshness could improve. ☕,packaging looks premium but freshness could improve
1032,Super smooth taste. Would recomend it to friends. 😍,super smooth taste would recomend it to friends
1033,Not as fresh as expected. Not bad at all tbh. 👌,not as fresh as expected not bad at all honestly
1034,My morning feels incomplete without it. I drink it every morning. 😍,my morning feels incomplete without it i drink it every morning
1035,Love this coffe 😍,love this coffe
1036,Not as fresh as expected. Delivery was rly fast.,not as fresh as expected delivery was rly fast
1037,Not as fresh as expected. Customer service was great too.,not as fresh as expected customer service was great too
1038,Too bitter for me.,too bitter for me
1039,Not as fresh as expected. Please introduce more roast options. 👌,not as fresh as expected please introduce more roast options
1040,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 🤔,works great with milk but black coffee isnt my favourite hope you keep the quality consistent
1041,Very balanced flavour. imo it's one of the better brands. 😕,very balanced flavour opinion its one of the better brands
1042,Best coffee I've had in a while. Delivery was really fast.,best coffee ive had in a while delivery was really fast
1043,I'll definitely buy again. Would love a decaf version. 😊,ill definitely buy again would love a decaf version
1044,Coffee arrived stale. Would love a decaf version. 👎,coffee arrived stale would love a decaf version
1045,"Love the aroma, not a fan of the aftertaste. imo it's one of the better brands. 😋",love the aroma not a fan of the aftertaste opinion its one of the better brands
1046,Super smooth taste. Not bad at all tbh. 👌,super smooth taste not bad at all honestly
1047,Best coffee I've had in a while. 😋,best coffee ive had in a while
1048,Pretty good overall although I expected a stronger roast. ngl I expected more. 😍,pretty good overall although i expected a stronger roast honestly i expected more
1049,Love this coffee. imo it's one of the better brands. 😕,love this coffee opinion its one of the better brands
1050,Not as fresh as expected. Customer service was great too. 😍,not as fresh as expected customer service was great too
1051,Too bitter for me. 😅,too bitter for me
1052,Very balanced flavour. Delivery was really fast. 😕,very balanced flavour delivery was really fast
1053,Worth every penny. ngl I expected more. 😅,worth every penny honestly i expected more
1054,The beans smell fantastic. I drink it every morning. 😊,the beans smell fantastic i drink it every morning
1055,"Love the aroma, not a fan of the aftertaste. Hope you keep the quality consistent. 👎",love the aroma not a fan of the aftertaste hope you keep the quality consistent
1056,Works great with milk but black coffee isn't my favourite. ngl I expected more.,works great with milk but black coffee isnt my favourite honestly i expected more
1057,Way too expensive. Would love a decaf version.,way too expensive would love a decaf version
1058,Packaging could be better. imo it's one of the better brands. 👌,packaging could be better opinion its one of the better brands
1059,The beans smell fantastic. Not bad at all tbh. 🤔,the beans smell fantastic not bad at all honestly
1060,Expected better. Delivery was really fast.,expected better delivery was really fast
1061,Very balanced flavour. Please introduce more roast options. ❤️,very balanced flavour please introduce more roast options
1062,Really enjoying Coffee X. 😊,really enjoying coffee x
1063,Amazing aroma. imo it's one of the better brands. ☕,amazing aroma opinion its one of the better brands
1064,Taste is kinda weak. I drink it every morning.,taste is kinda weak i drink it every morning
1065,Packaging could be better. Please introduce more roast options.,packaging could be better please introduce more roast options
1066,My morning feels incomplete without it. Hope you keep the quality consistent. ☕,my morning feels incomplete without it hope you keep the quality consistent
1067,"Love the aroma, not a fan of the aftertaste. Delivery was really fast. 👌",love the aroma not a fan of the aftertaste delivery was really fast
1068,I'll definately buy again ❤️,ill definately buy again
1069,Packaging looks premium but freshness could improve. I drink it every morning.,packaging looks premium but freshness could improve i drink it every morning
1070,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 👌,works great with milk but black coffee isnt my favourite not bad at all honestly
1071,It's okay. 😍,its okay
1072,10/10 ❤️ 👍,
1073,The beans smell fantastic. ngl I expected more.,the beans smell fantastic honestly i expected more
1074,The beans smell fantastic 👍,the beans smell fantastic
1075,Wouldn't buy again. Would recommend it to friends. 👎,wouldnt buy again would recommend it to friends
1076,coffe arrived stale 👎,coffe arrived stale
1077,Worth every penny. Hope you keep the quality consistent.,worth every penny hope you keep the quality consistent
1078,Could be better. 😕,could be better
1079,Best coffe I've had in a while. I drink it every morning. 😕,best coffe ive had in a while i drink it every morning
1080,Packaging looks premium but freshness could improve. ngl I expected more. 😕,packaging looks premium but freshness could improve honestly i expected more
1081,Taste is nice but it's a bit pricey. I drink it every morning. ☕,taste is nice but its a bit pricey i drink it every morning
1082,Love it ☕ 👌,love it
1083,Packaging could be better. 😕,packaging could be better
1084,Pretty good overall although I expected a stronger roast. I drink it every morning. 👌,pretty good overall although i expected a stronger roast i drink it every morning
1085,The beans smell fantastic. Customer service was great too.,the beans smell fantastic customer service was great too
1086,Best coffee I've had in a while. I drink it every morning. 👍,best coffee ive had in a while i drink it every morning
1087,Too bitter for me. Would love a decaf version.,too bitter for me would love a decaf version
1088,Really enjoying coffe X. I drink it every morning.,really enjoying coffe x i drink it every morning
1089,Worth every penny. Delivery was really fast. 😍,worth every penny delivery was really fast
1090,Super smooth taste. Hope you keep the qualty consistent. 👍,super smooth taste hope you keep the qualty consistent
1091,Very balanced flavour. ☕,very balanced flavour
1092,I'll definitely buy again. ngl I expected more. 👌,ill definitely buy again honestly i expected more
1093,My morning feels incomplete without it. 🤔,my morning feels incomplete without it
1094,Amazing aroma. Would love a decaf version.,amazing aroma would love a decaf version
1095,Not as fresh as expected. Delivery was really fast. 👎,not as fresh as expected delivery was really fast
1096,Bit disappointed. Delivery was rly fast.,bit disappointed delivery was rly fast
1097,Works great with milk but black coffe isn't my favourite.,works great with milk but black coffe isnt my favourite
1098,Worth every penny. Delivery was really fast. 👎,worth every penny delivery was really fast
1099,Meh. 😋,meh
1100,My morning feels incomplete without it. imo it's one of the better brands. 😋,my morning feels incomplete without it opinion its one of the better brands
1101,Taste is nice but it's a bit pricey. Hope you keep the qualty consistent.,taste is nice but its a bit pricey hope you keep the qualty consistent
1102,The beans smell fantastic. ngl I expected more. 😕,the beans smell fantastic honestly i expected more
1103,cofee arrived stale. ngl I expected more. 😊,cofee arrived stale honestly i expected more
