id,gender,id,age,id,brand,RespondentID,Feedback
766,male,766,18-24,766,A,766,Love this coffee. imo it's one of the better brands. 😋
767,male,767,45-64,767,A,767,I'll definitely buy again.
768,female,768,65+,768,B,768,Not as fesh as expected. 👎
769,female,769,18-24,769,A,769,Packaging could be better. Would love a decaf version. ☕
770,male,770,18-24,770,B,770,Really enjoying Coffee X. I drink it every morning. ❤️
771,female,771,45-64,771,A,771,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 👎
772,female,772,65+,772,A,772,Love this coffee.
773,male,773,18-24,773,A,773,Meh. 👌
774,female,774,18-24,774,B,774,The beans smell fantastic 👌
775,female,775,18-24,775,B,775,Pretty good overall although I expected a stronger roast. Customer service was gr8 too.
776,female,776,65+,776,A,776,My morning feels incomplete without it. Would recommend it to friends. 👎
777,female,777,45-64,777,B,777,Bit disappointed. I drink it every morning.
778,female,778,18-24,778,A,778,Super smooth taste 👎
779,male,779,65+,779,A,779,Didn't enjoy the aftertaste. Hope you keep the quality consistent. 🤔
780,female,780,18-24,780,B,780,Packaging could be better. imo it's one of the better brands.
781,male,781,65+,781,A,781,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent. 😊
782,female,782,25-44,782,B,782,"Love the aroma, not a fan of the aftertaste. 😕"
783,female,783,25-44,783,A,783,Packaging could be better. Please introduce more roast options. 😋
784,female,784,65+,784,A,784,Not bad. ❤️
785,male,785,25-44,785,B,785,My morning feels incomplete without it. ☕
786,male,786,18-24,786,A,786,Super smooth taste. Please introduce more roast options. ☕
787,female,787,25-44,787,B,787,Too bitter for me. Would recommend it to friends. 😅
788,female,788,18-24,788,B,788,Not as fresh as expected. imo it's one of the better brands. 😋
789,female,789,18-24,789,B,789,Love this coffee. Customer service was gr8 too. 😍
790,male,790,65+,790,B,790,Way too expensive. 👎
791,male,791,65+,791,A,791,I'll definitely buy again. Hope you keep the quality consistent. 😊
792,female,792,18-24,792,A,792,Best coffe I've had in a while. Customer service was great too. 😊
793,female,793,18-24,793,B,793,Super smooth taste
794,female,794,25-44,794,A,794,Packaging looks premium but freshness could improve. Hope you keep the qualty consistent.
795,male,795,65+,795,B,795,My morning feels incomplete without it
796,male,796,18-24,796,A,796,realy enjoying Coffee X. 😊
797,female,797,45-64,797,B,797,Coffee arrived stale. Hope you keep the quality consistent. 😍
798,female,798,65+,798,A,798,Packaging could be better. Delivery was really fast. 😍
799,male,799,65+,799,A,799,Bit disappointed. 😍
800,female,800,45-64,800,B,800,Taste is kinda weak. Would reccomend it to friends.
801,male,801,25-44,801,B,801,Wouldn't buy again. ❤️
802,male,802,45-64,802,B,802,Works great with milk but black coffee isn't my favourite. Would love a decaf version. 😅
803,female,803,45-64,803,B,803,"Love the aroma, not a fan of the aftertaste. Customer service was great too. 😍"
804,male,804,45-64,804,A,804,Taste is nice but it's a bit pricey. Would reccomend it to friends.
805,male,805,18-24,805,A,805,Very balanced flavour. Would recomend it to friends. 😕
806,female,806,65+,806,B,806,Bit disappointed. Customer service was great too.
807,female,807,45-64,807,A,807,Love this coffee 👍
808,male,808,45-64,808,B,808,Taste is kinda weak. Hope you keep the quality consistent. ❤️
809,male,809,45-64,809,B,809,Bit disappointed. Hope you keep the quality consistent.
810,male,810,25-44,810,B,810,Best coffee I've had in a while. Hope you keep the quality consistent. 😍
811,male,811,65+,811,B,811,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 👍
812,male,812,18-24,812,A,812,Packaging looks premium but freshness could improve. imo it's one of the better brands. ☕
813,male,813,45-64,813,A,813,Worth every penny. Customer service was great too.
814,male,814,45-64,814,B,814,Way too expensive. Hope you keep the quality consistent.
815,female,815,65+,815,A,815,My morning feels incomplete without it. Customer service was great too. 😋
816,female,816,45-64,816,B,816,Too expensive 😕
817,female,817,25-44,817,B,817,Super smooth taste. Please introduce more roast options. 😕
818,female,818,18-24,818,B,818,Works great with milk but black cofee isn't my favourite. Customer service was great too. 😋
819,female,819,65+,819,B,819,Love this coffe Hope you keep the qualty consistent.
820,male,820,65+,820,B,820,realy enjoying Coffee X. Customer service was great too. 🤔
821,male,821,65+,821,A,821,I'll definitely buy again. 😅
822,female,822,25-44,822,A,822,Really enjoying Coffee X. Please introduce more roast options. 😅
823,female,823,25-44,823,B,823,Pretty good! 😊
824,male,824,18-24,824,A,824,Super smooth taste. Not bad at all tbh. 😅
825,male,825,18-24,825,B,825,Amazing aroma. I drink it every morning. ☕
826,female,826,65+,826,B,826,"Love the aroma, not a fan of the aftertaste. ❤️"
827,male,827,18-24,827,A,827,Best coffee I've had in a while
828,female,828,25-44,828,B,828,Worth every penny. Would reccomend it to friends.
829,male,829,18-24,829,B,829,Very balanced flavour. I drink it every morning.
830,male,830,45-64,830,A,830,Worth every penny. Delivery was realy fast. ❤️
831,male,831,45-64,831,B,831,Love this coffee 👌
832,male,832,25-44,832,B,832,Coffee arrived stale 😍
833,male,833,45-64,833,B,833,Taste is nice but it's a bit pricey. Would recommend it to friends. 😅
834,male,834,45-64,834,A,834,Packaging looks premium but freshness could improve. I drink it every morning. 😕
835,male,835,45-64,835,B,835,Works great with milk but black coffe isn't my favourite. Delivery was really fast. 👎
836,male,836,65+,836,A,836,Very balanced flavour. Not bad at all tbh. 🤔
837,male,837,25-44,837,A,837,rly enjoying Coffee X. Please introduce more roast options. 😅
838,female,838,45-64,838,A,838,Taste is nice but it's a bit pricey.
839,male,839,25-44,839,B,839,Too expensive 😕 😅
840,male,840,45-64,840,B,840,Packaging looks premium but freshness could improve. Customer service was gr8 too.
841,male,841,45-64,841,B,841,Love this coffe Would recommend it to friends.
842,male,842,25-44,842,B,842,Yumm 😋 😋
843,male,843,45-64,843,B,843,Amazing aroma. Customer service was great too.
844,female,844,45-64,844,B,844,Didn't enjoy the aftertaste. Please introduce more roast options. 👌
845,male,845,18-24,845,B,845,Works great with milk but black coffee isn't my favourite. ☕
846,male,846,65+,846,B,846,Didn't enjoy the aftertaste. ☕
847,female,847,45-64,847,A,847,Wouldn't buy again. Customer service was great too.
848,male,848,18-24,848,B,848,Worth every penny. Would love a decaf version.
849,female,849,45-64,849,B,849,Works great with milk but black cofee isn't my favourite. ❤️
850,female,850,18-24,850,A,850,Could be better. 😅
851,male,851,65+,851,B,851,Works great with milk but black coffe isn't my favourite. Would recommend it to friends.
852,female,852,25-44,852,B,852,Really enjoying Coffee X. 👌
853,male,853,25-44,853,A,853,Taste is kinda weak. I drink it every morning. 😕
854,male,854,45-64,854,B,854,Not as fresh as expected. imo it's one of the better brands. 🤔
855,male,855,65+,855,A,855,Meh. ☕
856,male,856,65+,856,A,856,Packaging could be better.
857,female,857,25-44,857,A,857,Pretty good overall although I expected a stronger roast. ngl I expected more. 👌
858,male,858,18-24,858,A,858,Worth every penny. I drink it every morning. ❤️
859,male,859,25-44,859,B,859,Wouldn't buy again. imo it's one of the better brands. ❤️
860,female,860,65+,860,B,860,Wouldn't buy again. I drink it every morning. ❤️
861,female,861,25-44,861,A,861,Yumm 😋 😊
862,female,862,65+,862,A,862,Love this cofee Customer service was gr8 too.
863,male,863,65+,863,A,863,Amazing aroma. Customer service was great too. ☕
864,female,864,45-64,864,B,864,Works great with milk but black cofee isn't my favourite. 👎
865,male,865,25-44,865,B,865,Works great with milk but black coffee isn't my favourite. imo it's one of the better brands.
866,female,866,45-64,866,A,866,Very balanced flavour. Would love a decaf version. ❤️
867,male,867,65+,867,B,867,My morning feels incomplete without it. Would recommend it to friends.
868,female,868,25-44,868,A,868,Wouldn't buy again. 😋
869,male,869,45-64,869,A,869,Pretty good overall although I expected a stronger roast. 😊
870,male,870,18-24,870,B,870,Not as fresh as expected.
871,female,871,45-64,871,A,871,"Love the aroma, not a fan of the aftertaste. Please introduce more roast options."
872,female,872,18-24,872,A,872,Bit disappointed. Not bad at all tbh. ❤️
873,male,873,18-24,873,B,873,My morning feels incomplete without it. imo it's one of the better brands. 👍
874,female,874,25-44,874,B,874,Yumm 😋 👌
875,male,875,25-44,875,B,875,Very balanced flavour. Not bad at all tbh. 👌
876,female,876,65+,876,B,876,My morning feels incomplete without it. Delivery was really fast. 👍
877,female,877,25-44,877,A,877,Best coffee I've had in a while 👌
878,female,878,18-24,878,B,878,The beans smell fantastic. ngl I expected more. 😅
879,male,879,45-64,879,B,879,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😅
880,male,880,25-44,880,A,880,My morning feels incomplete without it. imo it's one of the better brands. 😅
881,male,881,45-64,881,A,881,"Love the aroma, not a fan of the aftertaste. 😅"
882,male,882,65+,882,A,882,Didn't enjoy the aftertaste. Hope you keep the quality consistent. ☕
883,male,883,25-44,883,B,883,My morning feels incomplete without it. Hope you keep the quality consistent.
884,male,884,25-44,884,B,884,Packaging could be better. Would recommend it to friends. ☕
885,male,885,25-44,885,A,885,Taste is nice but it's a bit pricey. Would love a decaf version.
886,female,886,65+,886,A,886,Really enjoying Coffee X
887,male,887,18-24,887,B,887,Not as fresh as expected. I drink it every morning.
888,female,888,18-24,888,B,888,Way too expensive 😅
889,male,889,25-44,889,A,889,Not as fresh as expected. Delivery was really fast. 😋
890,female,890,65+,890,B,890,Super smooth taste. 😍
891,female,891,25-44,891,A,891,Expected better. Not bad at all tbh. ☕
892,male,892,18-24,892,A,892,Coffee arrived stale. Not bad at all tbh.
893,male,893,45-64,893,B,893,Super smooth taste. Customer service was great too. 😅
894,female,894,18-24,894,A,894,rly enjoying Coffee X. ngl I expected more.
895,female,895,45-64,895,A,895,Best coffe I've had in a while
896,female,896,65+,896,A,896,Could be better. 😍
897,female,897,18-24,897,B,897,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👌
898,male,898,45-64,898,B,898,Works great with milk but black coffee isn't my favourite. 👍
899,female,899,45-64,899,B,899,Taste is kinda weak. Please introduce more roast options. ☕
900,female,900,65+,900,B,900,Not as fresh as expected. Please introduce more roast options.
901,male,901,65+,901,B,901,My morning feels incomplete without it ☕
902,female,902,45-64,902,B,902,Best coffee I've had in a while. Customer service was gr8 too.
903,male,903,45-64,903,B,903,Very balanced flavour. I drink it every morning. 👌
904,female,904,45-64,904,A,904,Not as fresh as expected. Would love a decaf version. 😍
905,female,905,45-64,905,B,905,Love this coffee. Would love a decaf version.
906,male,906,65+,906,A,906,Wouldn't buy again
907,female,907,45-64,907,B,907,Best cofee I've had in a while. Would recomend it to friends.
908,female,908,65+,908,A,908,Amazing aroma 👎
909,male,909,65+,909,B,909,My morning feels incomplete without it. Customer service was gr8 too.
910,male,910,25-44,910,A,910,Love this coffee. Delivery was really fast.
911,male,911,18-24,911,A,911,"Love the aroma, not a fan of the aftertaste. Customer service was great too."
912,male,912,65+,912,A,912,Super smooth taste. Would love a decaf version.
913,female,913,25-44,913,B,913,Expected better. ngl I expected more. ☕
914,female,914,25-44,914,B,914,Amazing aroma. 😕
915,female,915,18-24,915,B,915,Love this cofee Hope you keep the quality consistent. ❤️
916,male,916,25-44,916,A,916,Meh. 😍
917,male,917,18-24,917,A,917,Bit disappointed. Would recommend it to friends.
918,male,918,25-44,918,A,918,Best coffe I've had in a while. Hope you keep the quality consistent. 😅
919,male,919,45-64,919,B,919,It's okay.
920,female,920,65+,920,A,920,Works great with milk but black coffee isn't my favourite. 😊
921,female,921,18-24,921,B,921,I'll definitely buy again. Would love a decaf version. ☕
922,female,922,45-64,922,A,922,Very balanced flavour. Would love a decaf version. 😍
923,female,923,65+,923,B,923,I'll definately buy again.
924,male,924,25-44,924,B,924,Pretty good overall although I expected a stronger roast. I drink it every morning. 😅
925,female,925,45-64,925,B,925,Taste is nice but it's a bit pricey. Please introduce more roast options.
926,female,926,45-64,926,B,926,Pretty good overall although I expected a stronger roast. 👌
927,male,927,65+,927,A,927,Too bitter for me. Would recommend it to friends. 😕
928,female,928,65+,928,A,928,realy enjoying Coffee X. Hope you keep the quality consistent.
929,female,929,45-64,929,B,929,Taste is nice but it's a bit pricey. Would love a decaf version. 👎
930,female,930,25-44,930,A,930,Wouldn't buy again 😋
931,male,931,45-64,931,A,931,Super smooth taste. ❤️
932,male,932,18-24,932,A,932,My morning feels incomplete without it. Would recommend it to friends. 😕
933,female,933,45-64,933,A,933,Taste is kinda weak. Not bad at all tbh.
934,male,934,18-24,934,B,934,Amazing aroma. ngl I expected more. 😅
935,male,935,65+,935,A,935,Worth every penny. Delivery was really fast.
936,male,936,18-24,936,B,936,My morning feels incomplete without it. Delivery was realy fast.
937,male,937,18-24,937,A,937,Best coffee I've had in a while. 😕
938,male,938,25-44,938,A,938,Really enjoying Coffee X 👌
939,female,939,25-44,939,B,939,Coffee arrived stale. ❤️
940,female,940,65+,940,A,940,Amazing aroma. Would recommend it to friends.
941,female,941,18-24,941,A,941,Didn't enjoy the aftertaste. Delivery was really fast. 🤔
942,female,942,18-24,942,A,942,Taste is nice but it's a bit pricey. ngl I expected more. 😅
943,female,943,65+,943,B,943,Expected better. ☕
944,male,944,65+,944,B,944,Very balanced flavour. 😕
945,male,945,45-64,945,B,945,Packaging could be better 🤔
946,male,946,18-24,946,B,946,Expected better. Customer service was great too. 👌
947,female,947,65+,947,A,947,Too bitter for me. Delivery was really fast. 🤔
948,female,948,25-44,948,A,948,My morning feels incomplete without it. Delivery was really fast. 😍
949,female,949,45-64,949,B,949,Love this coffee. I drink it every morning.
950,female,950,45-64,950,A,950,Best coffee I've had in a while. Hope you keep the qualty consistent. 😊
951,female,951,65+,951,A,951,Super smooth taste. imo it's one of the better brands.
952,male,952,65+,952,B,952,Really enjoying Coffee X. ❤️
953,male,953,18-24,953,A,953,coffe arrived stale. Please introduce more roast options.
954,female,954,45-64,954,A,954,Wouldn't buy again. Would recommend it to friends.
955,female,955,25-44,955,A,955,Amazing aroma. Delivery was really fast. 😋
956,male,956,65+,956,A,956,Best coffee I've had in a while. 😅
957,male,957,25-44,957,B,957,Expected better. ngl I expected more. ❤️
958,male,958,18-24,958,A,958,Expected better. I drink it every morning. 😊
959,male,959,65+,959,A,959,Best cofee I've had in a while. 👌
960,female,960,45-64,960,A,960,Really enjoying coffe X. imo it's one of the better brands.
961,male,961,18-24,961,A,961,Love it ☕ 😅
962,female,962,18-24,962,B,962,Really enjoying Coffee X. Please introduce more roast options. 😕
963,male,963,45-64,963,A,963,Super smooth taste. Would love a decaf version. 👍
964,female,964,25-44,964,A,964,Wouldn't buy again. Please introduce more roast options. 👍
965,female,965,45-64,965,B,965,I'll definitely buy again. Hope you keep the quality consistent.
966,male,966,25-44,966,B,966,Super smooth taste. Customer service was great too.
967,female,967,25-44,967,B,967,Works gr8 with milk but black coffee isn't my favourite. Hope you keep the quality consistent.
968,male,968,65+,968,B,968,Very balanced flavour. Would recommend it to friends. 😕
969,female,969,65+,969,B,969,Very balanced flavour. Hope you keep the qualty consistent.
970,male,970,65+,970,B,970,Taste is kinda weak. I drink it every morning. ❤️
971,male,971,18-24,971,A,971,Taste is kinda weak 👎
972,male,972,45-64,972,A,972,I'll definitely buy again. Not bad at all tbh. 👎
973,male,973,65+,973,B,973,The beans smell fantastic. 😋
974,male,974,25-44,974,A,974,Bit disappointed 😍
975,male,975,25-44,975,B,975,Pretty good overall although I expected a stronger roast. Not bad at all tbh. 👍
976,female,976,25-44,976,B,976,Really enjoying cofee X 👌
977,male,977,18-24,977,A,977,Super smooth taste. 😕
978,female,978,45-64,978,A,978,My morning feels incomplete without it. Customer service was great too. 🤔
979,female,979,25-44,979,A,979,Taste is nice but it's a bit pricey. Not bad at all tbh. 😋
980,female,980,18-24,980,B,980,Coffee arrived stale. Would recommend it to friends. 😍
981,male,981,18-24,981,B,981,Works great with milk but black coffee isn't my favourite. Delivery was really fast. 👎
982,male,982,18-24,982,A,982,Way too expensive. 😊
983,female,983,65+,983,A,983,I'll definitely buy again. 😋
984,male,984,65+,984,B,984,coffe arrived stale ☕
985,female,985,65+,985,B,985,Taste is nice but it's a bit pricey. imo it's one of the better brands. 🤔
986,female,986,25-44,986,A,986,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😊
987,male,987,18-24,987,A,987,Packaging looks premium but freshness could improve.
988,female,988,45-64,988,B,988,Not as fesh as expected. Would recommend it to friends.
989,male,989,45-64,989,B,989,Way too expensive. Hope you keep the quality consistent. 🤔
990,female,990,65+,990,B,990,Super smooth taste. Hope you keep the quality consistent. 👌
991,female,991,45-64,991,A,991,My morning feels incomplete without it. I drink it every morning. 👌
992,female,992,45-64,992,A,992,Worth every penny. imo it's one of the better brands. 🤔
993,female,993,18-24,993,A,993,Very balanced flavour ☕
994,male,994,18-24,994,A,994,Bit disappointed. ngl I expected more.
995,female,995,18-24,995,A,995,My morning feels incomplete without it. Would love a decaf version. 😍
996,female,996,45-64,996,B,996,Super smooth taste. Would recommend it to friends. ☕
997,male,997,25-44,997,B,997,Not as fresh as expected. Would reccomend it to friends.
998,female,998,25-44,998,B,998,Pretty good overall although I expected a stronger roast. Would love a decaf version. ☕
999,male,999,45-64,999,A,999,Coffee arrived stale. Hope you keep the qualty consistent.
1000,male,1000,18-24,1000,A,1000,Wouldn't buy again. Delivery was really fast. 👌
1001,male,1001,65+,1001,B,1001,Not as fresh as expected. Would recommend it to friends. ☕
1002,female,1002,18-24,1002,A,1002,Bit disappointed. I drink it every morning. 😊
1003,female,1003,65+,1003,A,1003,Too bitter for me. Would love a decaf version. 🤔
1004,female,1004,45-64,1004,B,1004,I'll definitely buy again. Customer service was great too. 😊
1005,male,1005,25-44,1005,B,1005,Packaging could be better. Delivery was rly fast. 👌
1006,male,1006,25-44,1006,A,1006,Best coffee I've had in a while. 👍
1007,male,1007,18-24,1007,B,1007,Love this coffee. imo it's one of the better brands.
1008,male,1008,65+,1008,A,1008,Packaging could be better 😅
1009,male,1009,45-64,1009,A,1009,Packaging could be better 👌
1010,male,1010,25-44,1010,A,1010,Bit disappointed. Delivery was really fast. 😕
1011,female,1011,65+,1011,B,1011,"Love the aroma, not a fan of the aftertaste. 👍"
1012,male,1012,65+,1012,A,1012,Worth every penny. Hope you keep the quality consistent. ❤️
1013,female,1013,25-44,1013,A,1013,The beans smell fantastic. Not bad at all tbh. 😕
1014,female,1014,65+,1014,A,1014,Best coffee I've had in a while. I drink it every morning. 🤔
1015,male,1015,65+,1015,A,1015,Super smooth taste. Delivery was really fast. 😊
1016,female,1016,65+,1016,B,1016,Best coffee I've had in a while. Would recommend it to friends. 👍
1017,female,1017,45-64,1017,A,1017,Pretty good overall although I expected a stronger roast. 😅
1018,female,1018,65+,1018,B,1018,Packaging could be better. Delivery was really fast.
1019,female,1019,45-64,1019,A,1019,Wouldn't buy again. Delivery was really fast. 😍
1020,male,1020,25-44,1020,B,1020,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 😍
1021,male,1021,18-24,1021,A,1021,Coffee arrived stale. I drink it every morning. 😅
1022,male,1022,25-44,1022,B,1022,Way too expensive ☕
1023,female,1023,45-64,1023,B,1023,"Love the aroma, not a fan of the aftertaste. I drink it every morning. 👌"
1024,female,1024,65+,1024,A,1024,10/10 ❤️
1025,male,1025,25-44,1025,A,1025,Packaging could be better. ☕
1026,female,1026,18-24,1026,B,1026,Packaging looks premium but freshness could improve. Would recommend it to friends. 👌
1027,female,1027,25-44,1027,A,1027,Packaging looks premium but freshness could improve. 👎
1028,female,1028,18-24,1028,A,1028,Amazing aroma. Please introduce more roast options. 👎
1029,male,1029,65+,1029,A,1029,Coffee arrived stale 😅
1030,male,1030,45-64,1030,A,1030,Love this coffee. Would recommend it to friends. ❤️
1031,male,1031,65+,1031,A,1031,Packaging looks premium but freshness could improve. ☕
1032,female,1032,65+,1032,B,1032,Super smooth taste. Would recomend it to friends. 😍
1033,female,1033,25-44,1033,B,1033,Not as fresh as expected. Not bad at all tbh. 👌
1034,male,1034,18-24,1034,A,1034,My morning feels incomplete without it. I drink it every morning. 😍
1035,female,1035,25-44,1035,B,1035,Love this coffe 😍
1036,female,1036,65+,1036,A,1036,Not as fresh as expected. Delivery was rly fast.
1037,male,1037,45-64,1037,B,1037,Not as fresh as expected. Customer service was great too.
1038,female,1038,65+,1038,A,1038,Too bitter for me.
1039,male,1039,65+,1039,B,1039,Not as fresh as expected. Please introduce more roast options. 👌
1040,male,1040,65+,1040,B,1040,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 🤔
1041,female,1041,25-44,1041,B,1041,Very balanced flavour. imo it's one of the better brands. 😕
1042,female,1042,65+,1042,A,1042,Best coffee I've had in a while. Delivery was really fast.
1043,male,1043,45-64,1043,B,1043,I'll definitely buy again. Would love a decaf version. 😊
1044,male,1044,65+,1044,A,1044,Coffee arrived stale. Would love a decaf version. 👎
1045,male,1045,45-64,1045,A,1045,"Love the aroma, not a fan of the aftertaste. imo it's one of the better brands. 😋"
1046,male,1046,45-64,1046,B,1046,Super smooth taste. Not bad at all tbh. 👌
1047,male,1047,18-24,1047,A,1047,Best coffee I've had in a while. 😋
1048,male,1048,65+,1048,B,1048,Pretty good overall although I expected a stronger roast. ngl I expected more. 😍
1049,male,1049,18-24,1049,B,1049,Love this coffee. imo it's one of the better brands. 😕
1050,female,1050,45-64,1050,A,1050,Not as fresh as expected. Customer service was great too. 😍
1051,male,1051,45-64,1051,B,1051,Too bitter for me. 😅
1052,female,1052,25-44,1052,A,1052,Very balanced flavour. Delivery was really fast. 😕
1053,female,1053,45-64,1053,B,1053,Worth every penny. ngl I expected more. 😅
1054,male,1054,18-24,1054,B,1054,The beans smell fantastic. I drink it every morning. 😊
1055,male,1055,18-24,1055,A,1055,"Love the aroma, not a fan of the aftertaste. Hope you keep the quality consistent. 👎"
1056,female,1056,25-44,1056,A,1056,Works great with milk but black coffee isn't my favourite. ngl I expected more.
1057,male,1057,25-44,1057,B,1057,Way too expensive. Would love a decaf version.
1058,male,1058,65+,1058,B,1058,Packaging could be better. imo it's one of the better brands. 👌
1059,female,1059,18-24,1059,B,1059,The beans smell fantastic. Not bad at all tbh. 🤔
1060,male,1060,65+,1060,B,1060,Expected better. Delivery was really fast.
1061,male,1061,45-64,1061,B,1061,Very balanced flavour. Please introduce more roast options. ❤️
1062,female,1062,25-44,1062,B,1062,Really enjoying Coffee X. 😊
1063,male,1063,45-64,1063,B,1063,Amazing aroma. imo it's one of the better brands. ☕
1064,male,1064,18-24,1064,B,1064,Taste is kinda weak. I drink it every morning.
1065,female,1065,25-44,1065,A,1065,Packaging could be better. Please introduce more roast options.
1066,male,1066,65+,1066,B,1066,My morning feels incomplete without it. Hope you keep the quality consistent. ☕
1067,male,1067,18-24,1067,B,1067,"Love the aroma, not a fan of the aftertaste. Delivery was really fast. 👌"
1068,male,1068,65+,1068,B,1068,I'll definately buy again ❤️
1069,male,1069,18-24,1069,A,1069,Packaging looks premium but freshness could improve. I drink it every morning.
1070,male,1070,25-44,1070,A,1070,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 👌
1071,male,1071,25-44,1071,A,1071,It's okay. 😍
1072,female,1072,18-24,1072,A,1072,10/10 ❤️ 👍
1073,female,1073,25-44,1073,B,1073,The beans smell fantastic. ngl I expected more.
1074,male,1074,45-64,1074,A,1074,The beans smell fantastic 👍
1075,female,1075,25-44,1075,A,1075,Wouldn't buy again. Would recommend it to friends. 👎
1076,male,1076,25-44,1076,A,1076,coffe arrived stale 👎
1077,male,1077,18-24,1077,A,1077,Worth every penny. Hope you keep the quality consistent.
1078,male,1078,45-64,1078,A,1078,Could be better. 😕
1079,female,1079,45-64,1079,A,1079,Best coffe I've had in a while. I drink it every morning. 😕
1080,male,1080,65+,1080,A,1080,Packaging looks premium but freshness could improve. ngl I expected more. 😕
1081,male,1081,65+,1081,B,1081,Taste is nice but it's a bit pricey. I drink it every morning. ☕
1082,male,1082,18-24,1082,B,1082,Love it ☕ 👌
1083,male,1083,65+,1083,A,1083,Packaging could be better. 😕
1084,female,1084,25-44,1084,B,1084,Pretty good overall although I expected a stronger roast. I drink it every morning. 👌
1085,male,1085,45-64,1085,A,1085,The beans smell fantastic. Customer service was great too.
1086,male,1086,25-44,1086,B,1086,Best coffee I've had in a while. I drink it every morning. 👍
1087,male,1087,45-64,1087,B,1087,Too bitter for me. Would love a decaf version.
1088,male,1088,65+,1088,B,1088,Really enjoying coffe X. I drink it every morning.
1089,male,1089,45-64,1089,B,1089,Worth every penny. Delivery was really fast. 😍
1090,male,1090,25-44,1090,A,1090,Super smooth taste. Hope you keep the qualty consistent. 👍
1091,male,1091,45-64,1091,A,1091,Very balanced flavour. ☕
1092,female,1092,45-64,1092,B,1092,I'll definitely buy again. ngl I expected more. 👌
1093,female,1093,25-44,1093,A,1093,My morning feels incomplete without it. 🤔
1094,female,1094,25-44,1094,B,1094,Amazing aroma. Would love a decaf version.
1095,female,1095,25-44,1095,A,1095,Not as fresh as expected. Delivery was really fast. 👎
1096,female,1096,18-24,1096,A,1096,Bit disappointed. Delivery was rly fast.
1097,female,1097,18-24,1097,A,1097,Works great with milk but black coffe isn't my favourite.
1098,female,1098,18-24,1098,B,1098,Worth every penny. Delivery was really fast. 👎
1099,male,1099,25-44,1099,A,1099,Meh. 😋
1100,male,1100,45-64,1100,A,1100,My morning feels incomplete without it. imo it's one of the better brands. 😋
1101,male,1101,65+,1101,A,1101,Taste is nice but it's a bit pricey. Hope you keep the qualty consistent.
1102,female,1102,18-24,1102,B,1102,The beans smell fantastic. ngl I expected more. 😕
1103,female,1103,25-44,1103,B,1103,cofee arrived stale. ngl I expected more. 😊
1104,female,1104,45-64,1104,A,1104,Wouldn't buy again. Would love a decaf version. 😕
1105,female,1105,25-44,1105,A,1105,Packaging could be better. Would recomend it to friends.
1106,female,1106,45-64,1106,A,1106,Didn't enjoy the aftertaste. Customer service was great too. 👍
1107,female,1107,65+,1107,B,1107,Taste is kinda weak. Would recommend it to friends. 👎
1108,female,1108,18-24,1108,A,1108,"Love the aroma, not a fan of the aftertaste. Customer service was great too. ☕"
1109,male,1109,65+,1109,B,1109,I'll definitely buy again. ngl I expected more. 😅
1110,male,1110,18-24,1110,A,1110,My morning feels incomplete without it. I drink it every morning. 😊
1111,male,1111,18-24,1111,B,1111,Works great with milk but black coffee isn't my favourite. Not bad at all tbh.
1112,male,1112,45-64,1112,A,1112,My morning feels incomplete without it. Please introduce more roast options.
1113,male,1113,18-24,1113,B,1113,Packaging could be better. Would recommend it to friends.
1114,female,1114,65+,1114,A,1114,Very balanced flavour 👎
1115,male,1115,45-64,1115,B,1115,Pretty good overall although I expected a stronger roast. Hope you keep the quality consistent. 😍
1116,female,1116,45-64,1116,B,1116,Way too expensive. Please introduce more roast options. 😊
1117,male,1117,18-24,1117,A,1117,Works gr8 with milk but black coffee isn't my favourite. Customer service was great too.
1118,female,1118,25-44,1118,A,1118,Packaging could be better. I drink it every morning. 👍
1119,female,1119,18-24,1119,A,1119,Not as fresh as expected. imo it's one of the better brands.
1120,female,1120,25-44,1120,B,1120,Works great with milk but black coffe isn't my favourite. Not bad at all tbh.
1121,female,1121,45-64,1121,B,1121,Bit disappointed. Would love a decaf version. 😊
1122,male,1122,18-24,1122,B,1122,Really enjoying Coffee X. imo it's one of the better brands.
1123,male,1123,25-44,1123,B,1123,Not as fresh as expected 😊
1124,female,1124,18-24,1124,A,1124,Super smooth taste. ☕
1125,female,1125,45-64,1125,B,1125,Taste is nice but it's a bit pricey. imo it's one of the better brands.
1126,male,1126,45-64,1126,A,1126,Coffee arrived stale. Would recommend it to friends.
1127,male,1127,25-44,1127,A,1127,Pretty good overall although I expected a stronger roast. I drink it every morning.
1128,female,1128,65+,1128,B,1128,Works great with milk but black coffee isn't my favourite. Please introduce more roast options.
1129,male,1129,65+,1129,A,1129,Wouldn't buy again. imo it's one of the better brands. 😍
1130,male,1130,45-64,1130,A,1130,Really enjoying Coffee X 😅
