id,gender,age,brand,feedback
919,male,45-64,B,It's okay.
920,female,65+,A,Works great with milk but black coffee isn't my favourite. 😊
921,female,18-24,B,I'll definitely buy again. Would love a decaf version. ☕
922,female,45-64,A,Very balanced flavour. Would love a decaf version. 😍
923,female,65+,B,I'll definately buy again.
924,male,25-44,B,Pretty good overall although I expected a stronger roast. I drink it every morning. 😅
925,female,45-64,B,Taste is nice but it's a bit pricey. Please introduce more roast options.
926,female,45-64,B,Pretty good overall although I expected a stronger roast. 👌
927,male,65+,A,Too bitter for me. Would recommend it to friends. 😕
928,female,65+,A,realy enjoying Coffee X. Hope you keep the quality consistent.
929,female,45-64,B,Taste is nice but it's a bit pricey. Would love a decaf version. 👎
930,female,25-44,A,Wouldn't buy again 😋
931,male,45-64,A,Super smooth taste. ❤️
932,male,18-24,A,My morning feels incomplete without it. Would recommend it to friends. 😕
933,female,45-64,A,Taste is kinda weak. Not bad at all tbh.
934,male,18-24,B,Amazing aroma. ngl I expected more. 😅
935,male,65+,A,Worth every penny. Delivery was really fast.
936,male,18-24,B,My morning feels incomplete without it. Delivery was realy fast.
937,male,18-24,A,Best coffee I've had in a while. 😕
938,male,25-44,A,Really enjoying Coffee X 👌
939,female,25-44,B,Coffee arrived stale. ❤️
940,female,65+,A,Amazing aroma. Would recommend it to friends.
941,female,18-24,A,Didn't enjoy the aftertaste. Delivery was really fast. 🤔
942,female,18-24,A,Taste is nice but it's a bit pricey. ngl I expected more. 😅
943,female,65+,B,Expected better. ☕
944,male,65+,B,Very balanced flavour. 😕
945,male,45-64,B,Packaging could be better 🤔
946,male,18-24,B,Expected better. Customer service was great too. 👌
947,female,65+,A,Too bitter for me. Delivery was really fast. 🤔
948,female,25-44,A,My morning feels incomplete without it. Delivery was really fast. 😍
949,female,45-64,B,Love this coffee. I drink it every morning.
950,female,45-64,A,Best coffee I've had in a while. Hope you keep the qualty consistent. 😊
951,female,65+,A,Super smooth taste. imo it's one of the better brands.
952,male,65+,B,Really enjoying Coffee X. ❤️
953,male,18-24,A,coffe arrived stale. Please introduce more roast options.
954,female,45-64,A,Wouldn't buy again. Would recommend it to friends.
955,female,25-44,A,Amazing aroma. Delivery was really fast. 😋
956,male,65+,A,Best coffee I've had in a while. 😅
957,male,25-44,B,Expected better. ngl I expected more. ❤️
958,male,18-24,A,Expected better. I drink it every morning. 😊
959,male,65+,A,Best cofee I've had in a while. 👌
960,female,45-64,A,Really enjoying coffe X. imo it's one of the better brands.
961,male,18-24,A,Love it ☕ 😅
962,female,18-24,B,Really enjoying Coffee X. Please introduce more roast options. 😕
963,male,45-64,A,Super smooth taste. Would love a decaf version. 👍
964,female,25-44,A,Wouldn't buy again. Please introduce more roast options. 👍
965,female,45-64,B,I'll definitely buy again. Hope you keep the quality consistent.
966,male,25-44,B,Super smooth taste. Customer service was great too.
967,female,25-44,B,Works gr8 with milk but black coffee isn't my favourite. Hope you keep the quality consistent.
968,male,65+,B,Very balanced flavour. Would recommend it to friends. 😕
969,female,65+,B,Very balanced flavour. Hope you keep the qualty consistent.
970,male,65+,B,Taste is kinda weak. I drink it every morning. ❤️
971,male,18-24,A,Taste is kinda weak 👎
972,male,45-64,A,I'll definitely buy again. Not bad at all tbh. 👎
973,male,65+,B,The beans smell fantastic. 😋
974,male,25-44,A,Bit disappointed 😍
975,male,25-44,B,Pretty good overall although I expected a stronger roast. Not bad at all tbh. 👍
976,female,25-44,B,Really enjoying cofee X 👌
977,male,18-24,A,Super smooth taste. 😕
978,female,45-64,A,My morning feels incomplete without it. Customer service was great too. 🤔
979,female,25-44,A,Taste is nice but it's a bit pricey. Not bad at all tbh. 😋
980,female,18-24,B,Coffee arrived stale. Would recommend it to friends. 😍
981,male,18-24,B,Works great with milk but black coffee isn't my favourite. Delivery was really fast. 👎
982,male,18-24,A,Way too expensive. 😊
983,female,65+,A,I'll definitely buy again. 😋
984,male,65+,B,coffe arrived stale ☕
985,female,65+,B,Taste is nice but it's a bit pricey. imo it's one of the better brands. 🤔
986,female,25-44,A,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😊
987,male,18-24,A,Packaging looks premium but freshness could improve.
988,female,45-64,B,Not as fesh as expected. Would recommend it to friends.
989,male,45-64,B,Way too expensive. Hope you keep the quality consistent. 🤔
990,female,65+,B,Super smooth taste. Hope you keep the quality consistent. 👌
991,female,45-64,A,My morning feels incomplete without it. I drink it every morning. 👌
992,female,45-64,A,Worth every penny. imo it's one of the better brands. 🤔
993,female,18-24,A,Very balanced flavour ☕
994,male,18-24,A,Bit disappointed. ngl I expected more.
995,female,18-24,A,My morning feels incomplete without it. Would love a decaf version. 😍
996,female,45-64,B,Super smooth taste. Would recommend it to friends. ☕
997,male,25-44,B,Not as fresh as expected. Would reccomend it to friends.
998,female,25-44,B,Pretty good overall although I expected a stronger roast. Would love a decaf version. ☕
999,male,45-64,A,Coffee arrived stale. Hope you keep the qualty consistent.
1000,male,18-24,A,Wouldn't buy again. Delivery was really fast. 👌
1001,male,65+,B,Not as fresh as expected. Would recommend it to friends. ☕
1002,female,18-24,A,Bit disappointed. I drink it every morning. 😊
1003,female,65+,A,Too bitter for me. Would love a decaf version. 🤔
1004,female,45-64,B,I'll definitely buy again. Customer service was great too. 😊
1005,male,25-44,B,Packaging could be better. Delivery was rly fast. 👌
1006,male,25-44,A,Best coffee I've had in a while. 👍
1007,male,18-24,B,Love this coffee. imo it's one of the better brands.
1008,male,65+,A,Packaging could be better 😅
1009,male,45-64,A,Packaging could be better 👌
1010,male,25-44,A,Bit disappointed. Delivery was really fast. 😕
1011,female,65+,B,"Love the aroma, not a fan of the aftertaste. 👍"
1012,male,65+,A,Worth every penny. Hope you keep the quality consistent. ❤️
1013,female,25-44,A,The beans smell fantastic. Not bad at all tbh. 😕
1014,female,65+,A,Best coffee I've had in a while. I drink it every morning. 🤔
1015,male,65+,A,Super smooth taste. Delivery was really fast. 😊
1016,female,65+,B,Best coffee I've had in a while. Would recommend it to friends. 👍
1017,female,45-64,A,Pretty good overall although I expected a stronger roast. 😅
1018,female,65+,B,Packaging could be better. Delivery was really fast.
1019,female,45-64,A,Wouldn't buy again. Delivery was really fast. 😍
1020,male,25-44,B,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 😍
1021,male,18-24,A,Coffee arrived stale. I drink it every morning. 😅
1022,male,25-44,B,Way too expensive ☕
1023,female,45-64,B,"Love the aroma, not a fan of the aftertaste. I drink it every morning. 👌"
1024,female,65+,A,10/10 ❤️
1025,male,25-44,A,Packaging could be better. ☕
1026,female,18-24,B,Packaging looks premium but freshness could improve. Would recommend it to friends. 👌
1027,female,25-44,A,Packaging looks premium but freshness could improve. 👎
1028,female,18-24,A,Amazing aroma. Please introduce more roast options. 👎
1029,male,65+,A,Coffee arrived stale 😅
1030,male,45-64,A,Love this coffee. Would recommend it to friends. ❤️
1031,male,65+,A,Packaging looks premium but freshness could improve. ☕
1032,female,65+,B,Super smooth taste. Would recomend it to friends. 😍
1033,female,25-44,B,Not as fresh as expected. Not bad at all tbh. 👌
1034,male,18-24,A,My morning feels incomplete without it. I drink it every morning. 😍
1035,female,25-44,B,Love this coffe 😍
1036,female,65+,A,Not as fresh as expected. Delivery was rly fast.
1037,male,45-64,B,Not as fresh as expected. Customer service was great too.
1038,female,65+,A,Too bitter for me.
1039,male,65+,B,Not as fresh as expected. Please introduce more roast options. 👌
1040,male,65+,B,Works great with milk but black coffee isn't my favourite. Hope you keep the quality consistent. 🤔
1041,female,25-44,B,Very balanced flavour. imo it's one of the better brands. 😕
1042,female,65+,A,Best coffee I've had in a while. Delivery was really fast.
1043,male,45-64,B,I'll definitely buy again. Would love a decaf version. 😊
1044,male,65+,A,Coffee arrived stale. Would love a decaf version. 👎
1045,male,45-64,A,"Love the aroma, not a fan of the aftertaste. imo it's one of the better brands. 😋"
1046,male,45-64,B,Super smooth taste. Not bad at all tbh. 👌
1047,male,18-24,A,Best coffee I've had in a while. 😋
1048,male,65+,B,Pretty good overall although I expected a stronger roast. ngl I expected more. 😍
1049,male,18-24,B,Love this coffee. imo it's one of the better brands. 😕
1050,female,45-64,A,Not as fresh as expected. Customer service was great too. 😍
1051,male,45-64,B,Too bitter for me. 😅
1052,female,25-44,A,Very balanced flavour. Delivery was really fast. 😕
1053,female,45-64,B,Worth every penny. ngl I expected more. 😅
1054,male,18-24,B,The beans smell fantastic. I drink it every morning. 😊
1055,male,18-24,A,"Love the aroma, not a fan of the aftertaste. Hope you keep the quality consistent. 👎"
1056,female,25-44,A,Works great with milk but black coffee isn't my favourite. ngl I expected more.
1057,male,25-44,B,Way too expensive. Would love a decaf version.
1058,male,65+,B,Packaging could be better. imo it's one of the better brands. 👌
1059,female,18-24,B,The beans smell fantastic. Not bad at all tbh. 🤔
1060,male,65+,B,Expected better. Delivery was really fast.
1061,male,45-64,B,Very balanced flavour. Please introduce more roast options. ❤️
1062,female,25-44,B,Really enjoying Coffee X. 😊
1063,male,45-64,B,Amazing aroma. imo it's one of the better brands. ☕
1064,male,18-24,B,Taste is kinda weak. I drink it every morning.
1065,female,25-44,A,Packaging could be better. Please introduce more roast options.
1066,male,65+,B,My morning feels incomplete without it. Hope you keep the quality consistent. ☕
1067,male,18-24,B,"Love the aroma, not a fan of the aftertaste. Delivery was really fast. 👌"
1068,male,65+,B,I'll definately buy again ❤️
1069,male,18-24,A,Packaging looks premium but freshness could improve. I drink it every morning.
1070,male,25-44,A,Works great with milk but black coffee isn't my favourite. Not bad at all tbh. 👌
1071,male,25-44,A,It's okay. 😍
1072,female,18-24,A,10/10 ❤️ 👍
1073,female,25-44,B,The beans smell fantastic. ngl I expected more.
1074,male,45-64,A,The beans smell fantastic 👍
1075,female,25-44,A,Wouldn't buy again. Would recommend it to friends. 👎
1076,male,25-44,A,coffe arrived stale 👎
1077,male,18-24,A,Worth every penny. Hope you keep the quality consistent.
1078,male,45-64,A,Could be better. 😕
1079,female,45-64,A,Best coffe I've had in a while. I drink it every morning. 😕
1080,male,65+,A,Packaging looks premium but freshness could improve. ngl I expected more. 😕
1081,male,65+,B,Taste is nice but it's a bit pricey. I drink it every morning. ☕
1082,male,18-24,B,Love it ☕ 👌
1083,male,65+,A,Packaging could be better. 😕
1084,female,25-44,B,Pretty good overall although I expected a stronger roast. I drink it every morning. 👌
1085,male,45-64,A,The beans smell fantastic. Customer service was great too.
1086,male,25-44,B,Best coffee I've had in a while. I drink it every morning. 👍
1087,male,45-64,B,Too bitter for me. Would love a decaf version.
1088,male,65+,B,Really enjoying coffe X. I drink it every morning.
1089,male,45-64,B,Worth every penny. Delivery was really fast. 😍
1090,male,25-44,A,Super smooth taste. Hope you keep the qualty consistent. 👍
1091,male,45-64,A,Very balanced flavour. ☕
1092,female,45-64,B,I'll definitely buy again. ngl I expected more. 👌
1093,female,25-44,A,My morning feels incomplete without it. 🤔
1094,female,25-44,B,Amazing aroma. Would love a decaf version.
1095,female,25-44,A,Not as fresh as expected. Delivery was really fast. 👎
1096,female,18-24,A,Bit disappointed. Delivery was rly fast.
1097,female,18-24,A,Works great with milk but black coffe isn't my favourite.
1098,female,18-24,B,Worth every penny. Delivery was really fast. 👎
1099,male,25-44,A,Meh. 😋
1100,male,45-64,A,My morning feels incomplete without it. imo it's one of the better brands. 😋
1101,male,65+,A,Taste is nice but it's a bit pricey. Hope you keep the qualty consistent.
1102,female,18-24,B,The beans smell fantastic. ngl I expected more. 😕
1103,female,25-44,B,cofee arrived stale. ngl I expected more. 😊
1104,female,45-64,A,Wouldn't buy again. Would love a decaf version. 😕
1105,female,25-44,A,Packaging could be better. Would recomend it to friends.
1106,female,45-64,A,Didn't enjoy the aftertaste. Customer service was great too. 👍
1107,female,65+,B,Taste is kinda weak. Would recommend it to friends. 👎
1108,female,18-24,A,"Love the aroma, not a fan of the aftertaste. Customer service was great too. ☕"
1109,male,65+,B,I'll definitely buy again. ngl I expected more. 😅
1110,male,18-24,A,My morning feels incomplete without it. I drink it every morning. 😊
1111,male,18-24,B,Works great with milk but black coffee isn't my favourite. Not bad at all tbh.
1112,male,45-64,A,My morning feels incomplete without it. Please introduce more roast options.
1113,male,18-24,B,Packaging could be better. Would recommend it to friends.
1114,female,65+,A,Very balanced flavour 👎
1115,male,45-64,B,Pretty good overall although I expected a stronger roast. Hope you keep the quality consistent. 😍
1116,female,45-64,B,Way too expensive. Please introduce more roast options. 😊
1117,male,18-24,A,Works gr8 with milk but black coffee isn't my favourite. Customer service was great too.
1118,female,25-44,A,Packaging could be better. I drink it every morning. 👍
1119,female,18-24,A,Not as fresh as expected. imo it's one of the better brands.
1120,female,25-44,B,Works great with milk but black coffe isn't my favourite. Not bad at all tbh.
1121,female,45-64,B,Bit disappointed. Would love a decaf version. 😊
1122,male,18-24,B,Really enjoying Coffee X. imo it's one of the better brands.
1123,male,25-44,B,Not as fresh as expected 😊
1124,female,18-24,A,Super smooth taste. ☕
1125,female,45-64,B,Taste is nice but it's a bit pricey. imo it's one of the better brands.
1126,male,45-64,A,Coffee arrived stale. Would recommend it to friends.
1127,male,25-44,A,Pretty good overall although I expected a stronger roast. I drink it every morning.
1128,female,65+,B,Works great with milk but black coffee isn't my favourite. Please introduce more roast options.
1129,male,65+,A,Wouldn't buy again. imo it's one of the better brands. 😍
1130,male,45-64,A,Really enjoying Coffee X 😅
1131,male,65+,B,Packaging looks premium but freshness could improve. 🤔
1132,female,45-64,A,Best coffe I've had in a while. imo it's one of the better brands. 😅
1133,female,25-44,A,Worth every penny 😕
1134,female,25-44,A,Very balanced flavour
1135,male,45-64,A,Taste is kinda weak 🤔
1136,male,18-24,B,Bit disappointed. Would recomend it to friends.
1137,female,65+,A,Didn't enjoy the aftertaste. imo it's one of the better brands.
1138,male,25-44,B,Works great with milk but black coffee isn't my favourite. Would love a decaf version.
1139,female,18-24,B,Amazing 😍 ☕
1140,male,18-24,B,Yumm 😋 👍
1141,female,25-44,A,Taste is nice but it's a bit pricey. ngl I expected more. 😊
1142,male,18-24,B,My morning feels incomplete without it. 👍
1143,female,25-44,B,Not as fresh as expected. Delivery was realy fast.
1144,female,18-24,B,Very balanced flavour. ❤️
1145,male,65+,A,Very balanced flavour. Hope you keep the quality consistent. 😊
1146,male,25-44,A,"Love the aroma, not a fan of the aftertaste. 👌"
1147,male,25-44,B,Didn't enjoy the aftertaste 👌
1148,male,45-64,A,Coffee arrived stale. Would recomend it to friends. 👌
1149,female,65+,B,Packaging looks premium but freshness could improve. Not bad at all tbh. 👎
1150,male,25-44,A,Love this coffee. Not bad at all tbh. 👌
1151,male,25-44,B,"Love the aroma, not a fan of the aftertaste. Would love a decaf version."
1152,female,65+,A,Super smooth taste.
1153,male,65+,B,Very balanced flavour. Would recommend it to friends. 👍
1154,male,25-44,A,My morning feels incomplete without it. Hope you keep the quality consistent. 😊
1155,female,18-24,A,cofee arrived stale. Please introduce more roast options.
1156,male,18-24,B,Expected better. imo it's one of the better brands. 😍
1157,female,45-64,A,Very balanced flavour. Not bad at all tbh. 👍
1158,female,25-44,A,Best coffee I've had in a while. Hope you keep the quality consistent. ❤️
1159,male,45-64,B,Super smooth taste ❤️
1160,female,65+,A,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 😊
1161,male,45-64,B,Too bitter for me 👎
1162,female,18-24,B,Works great with milk but black coffee isn't my favourite. 😕
1163,female,65+,A,Taste is kinda weak. Please introduce more roast options.
1164,female,18-24,B,rly enjoying coffe X. ngl I expected more. 👎
1165,female,45-64,B,Yumm 😋
1166,male,25-44,A,Pretty good overall although I expected a stronger roast. Customer service was gr8 too. 😅
1167,female,65+,B,Love this coffee. 😋
1168,male,18-24,A,Pretty good overall although I expected a stronger roast. Would love a decaf version. 😅
1169,female,45-64,A,Worth every penny. ngl I expected more. 😍
1170,female,18-24,A,Really enjoying Coffee X. ☕
1171,female,18-24,B,Way too expensive. Please introduce more roast options. 🤔
1172,female,65+,B,Taste is nice but it's a bit pricey. ❤️
1173,male,45-64,B,Taste is nice but it's a bit pricey. Not bad at all tbh.
1174,male,18-24,A,"Love the aroma, not a fan of the aftertaste. Delivery was realy fast. ❤️"
1175,male,65+,B,The beans smell fantastic. Hope you keep the quality consistent. ❤️
1176,male,18-24,A,Love this coffee. ngl I expected more. 👍
1177,female,65+,B,"Love the aroma, not a fan of the aftertaste. imo it's one of the better brands. 👌"
1178,male,65+,A,Works great with milk but black coffee isn't my favourite. Customer service was great too.
1179,female,45-64,A,Love this coffee. 😕
1180,male,65+,A,Works great with milk but black coffee isn't my favourite. 👌
1181,female,18-24,B,Packaging looks premium but freshness could improve. Delivery was really fast. 😋
1182,male,25-44,A,I'll definitely buy again. Hope you keep the qualty consistent.
1183,male,65+,A,Very balanced flavour 😊
1184,male,45-64,A,Very balanced flavour. Would love a decaf version. 😋
1185,male,65+,B,Wouldn't buy again. Please introduce more roast options. ☕
1186,female,45-64,B,Works great with milk but black coffee isn't my favourite. 😅
1187,female,25-44,A,Taste is kinda weak. Hope you keep the qualty consistent.
1188,male,25-44,B,Really enjoying Coffee X. Customer service was great too. 😍
1189,male,45-64,A,rly enjoying Coffee X. Delivery was really fast. 😕
1190,female,45-64,B,Super smooth taste 😋
1191,female,25-44,B,Pretty good! 😕
1192,female,45-64,B,Worth every penny. Please introduce more roast options. 😋
1193,male,65+,B,I'll definetly buy again. 👍
1194,female,25-44,B,Not as fresh as expected. Would love a decaf version.
1195,male,18-24,A,Taste is kinda weak
1196,female,45-64,A,It's okay. 👍
1197,female,18-24,A,Too expensive 😕 👎
1198,male,18-24,A,My morning feels incomplete without it. Hope you keep the quality consistent. 🤔
1199,male,65+,B,My morning feels incomplete without it. Hope you keep the qualty consistent.
1200,male,18-24,A,Way too expensive. I drink it every morning. ☕
1201,male,65+,B,Super smooth taste. I drink it every morning. 😕
1202,female,65+,B,"Love the aroma, not a fan of the aftertaste. Hope you keep the quality consistent. 😍"
1203,male,25-44,A,Coffee arrived stale. 😊
1204,female,65+,A,Expected better. Customer service was gr8 too.
1205,male,18-24,A,I'll definately buy again. Delivery was really fast.
1206,male,65+,A,Way too expensive. Please introduce more roast options.
1207,female,18-24,A,cofee arrived stale. imo it's one of the better brands.
1208,female,25-44,A,Not bad. 🤔
1209,female,65+,B,Meh.
1210,male,25-44,A,Very balanced flavour. ngl I expected more.
1211,female,25-44,A,Amazing 😍 😅
1212,female,45-64,B,Love this coffe 👍
1213,female,65+,A,I'll definitely buy again. ngl I expected more. 😍
1214,male,45-64,B,Taste is kinda weak 👌
1215,male,45-64,B,Way too expensive. Please introduce more roast options. 😋
1216,male,25-44,B,Worth every penny. ngl I expected more.
1217,female,45-64,A,rly enjoying Coffee X 😍
1218,male,65+,B,Too bitter for me. Would recommend it to friends.
1219,female,25-44,B,Too expensive 😕 😋
1220,male,65+,B,Didn't enjoy the aftertaste 😕
1221,female,45-64,A,Way too expensive. Hope you keep the quality consistent. 😊
1222,male,18-24,B,Pretty good overall although I expected a stronger roast. Customer service was great too.
1223,female,45-64,B,Pretty good overall although I expected a stronger roast. ngl I expected more. 😊
1224,male,65+,B,Packaging looks premium but freshness could improve. 😍
1225,female,18-24,A,Very balanced flavour. imo it's one of the better brands. 🤔
1226,female,18-24,B,Not as fresh as expected. ngl I expected more.
1227,male,65+,B,The beans smell fantastic. Would love a decaf version.
1228,female,65+,B,Works great with milk but black coffee isn't my favourite. Customer service was great too. ❤️
1229,male,45-64,B,"Love the aroma, not a fan of the aftertaste. ngl I expected more."
1230,female,65+,A,Really enjoying Coffee X. Not bad at all tbh.
1231,female,45-64,B,Coffee arrived stale. ngl I expected more. 😋
1232,male,45-64,B,Works gr8 with milk but black coffee isn't my favourite. 👌
1233,male,45-64,B,"Love the aroma, not a fan of the aftertaste. Would recomend it to friends. 😊"
1234,female,45-64,A,Super smooth taste. Would love a decaf version. 🤔
1235,male,25-44,B,Works great with milk but black coffee isn't my favourite. Would love a decaf version. 😊
1236,male,45-64,A,Packaging looks premium but freshness could improve. Please introduce more roast options. 😋
1237,female,18-24,A,Love this coffee. Please introduce more roast options. 👌
1238,male,18-24,B,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 👌
1239,female,18-24,A,Works great with milk but black coffee isn't my favourite. Hope you keep the qualty consistent. 👌
1240,male,45-64,B,Didn't enjoy the aftertaste ❤️
1241,male,18-24,B,Didn't enjoy the aftertaste. Delivery was really fast. 👌
1242,male,18-24,B,Didn't enjoy the aftertaste. ngl I expected more. 😍
1243,female,45-64,B,Really enjoying Coffee X 🤔
1244,female,65+,A,I'll definately buy again. ngl I expected more.
1245,female,65+,A,Very balanced flavour. Would love a decaf version. 👍
1246,male,25-44,B,Expected better. Please introduce more roast options.
1247,female,18-24,B,Packaging could be better. ngl I expected more.
1248,female,25-44,A,Meh. 😕
1249,male,65+,A,Works great with milk but black coffee isn't my favourite.
1250,female,45-64,B,Didn't enjoy the aftertaste. 👍
1251,female,65+,B,Really enjoying Coffee X. I drink it every morning. ☕
1252,female,18-24,A,coffe arrived stale. Hope you keep the quality consistent.
1253,male,18-24,B,Wouldn't buy again. 👌
1254,female,65+,A,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 👌
1255,male,25-44,A,Taste is nice but it's a bit pricey. ☕
1256,female,45-64,B,Very balanced flavour. Hope you keep the quality consistent. ☕
1257,female,65+,A,Worth every penny. ❤️
1258,female,45-64,B,The beans smell fantastic. Would recommend it to friends. 😍
1259,male,45-64,B,Pretty good overall although I expected a stronger roast. Please introduce more roast options. 👌
1260,female,45-64,B,Really enjoying cofee X
1261,male,25-44,A,Not as fresh as expected 😕
1262,female,18-24,A,Didn't enjoy the aftertaste. Would love a decaf version. 😋
1263,female,45-64,B,Amazing aroma. 👍
1264,male,45-64,A,Expected better. Would recommend it to friends.
1265,female,25-44,B,Works great with milk but black coffee isn't my favourite. Would recomend it to friends.
1266,female,25-44,A,Worth every penny 😍
1267,female,45-64,B,Expected better. Would love a decaf version.
1268,male,65+,A,Not as fesh as expected
1269,female,25-44,A,Worth every penny 😊
1270,female,18-24,B,Bit disappointed. 😅
1271,female,18-24,B,Super smooth taste. Not bad at all tbh. 😋
1272,male,18-24,A,Not as fresh as expected. I drink it every morning. 😋
1273,male,18-24,A,Amazing aroma
1274,male,65+,B,Pretty good overall although I expected a stronger roast. 😋
1275,female,25-44,A,Taste is nice but it's a bit pricey. Would recommend it to friends. 😕
1276,male,18-24,B,Wouldn't buy again 😅
1277,male,65+,B,Not as fresh as expected. Not bad at all tbh. 👎
1278,female,25-44,A,Expected better. Delivery was really fast. ❤️
1279,female,18-24,A,Super smooth taste 😅
1280,male,65+,A,Coffee arrived stale ☕
1281,female,25-44,A,Yumm 😋 👎
1282,female,65+,B,Really enjoying Coffee X. imo it's one of the better brands. 👌
1283,female,65+,A,Worth every penny 😅
1284,female,65+,B,Way too expensive. Delivery was really fast. ☕
1285,male,45-64,A,Love this coffee. Hope you keep the quality consistent.
1286,female,45-64,B,Love this coffee
1287,female,65+,A,Packaging could be better. 👌
1288,male,65+,A,Super smooth taste. Hope you keep the quality consistent. ☕
1289,male,45-64,B,Coffee arrived stale. imo it's one of the better brands. 😋
1290,female,45-64,B,Pretty good overall although I expected a stronger roast. 🤔
1291,female,18-24,A,Taste is nice but it's a bit pricey. Would recommend it to friends.
1292,female,65+,B,Way too expensive. I drink it every morning. 😍
1293,female,18-24,A,Taste is kinda weak. Would love a decaf version.
1294,female,45-64,A,My morning feels incomplete without it. 😊
1295,female,18-24,B,Bit disappointed. Please introduce more roast options. 😍
1296,male,25-44,B,My morning feels incomplete without it. Would recommend it to friends. 😅
1297,male,65+,A,Love this coffee. Not bad at all tbh.
1298,male,45-64,B,Super smooth taste. I drink it every morning. 🤔
1299,male,18-24,B,Didn't enjoy the aftertaste. Delivery was realy fast.
1300,female,45-64,B,Works gr8 with milk but black coffee isn't my favourite. Not bad at all tbh.
1301,male,25-44,B,I'll definitely buy again 👍
1302,female,45-64,B,Amazing aroma. ngl I expected more.
1303,female,18-24,A,Packaging looks premium but freshness could improve. Please introduce more roast options.
1304,female,18-24,B,I'll definetly buy again. Not bad at all tbh. ☕
1305,female,65+,B,10/10 ❤️ ❤️
1306,male,65+,A,Really enjoying Coffee X. ngl I expected more.
1307,female,18-24,B,Best coffee I've had in a while. I drink it every morning. 😊
1308,female,18-24,A,The beans smell fantastic. Would recomend it to friends.
1309,male,65+,A,Could be better.
1310,female,25-44,A,Wouldn't buy again. Delivery was rly fast.
1311,female,25-44,B,Best coffee I've had in a while. Would recommend it to friends. 😊
1312,male,65+,A,Didn't enjoy the aftertaste. imo it's one of the better brands. 👎
1313,female,25-44,A,Wouldn't buy again. I drink it every morning.
1314,female,45-64,B,realy enjoying coffe X.
1315,male,45-64,B,Yumm 😋 😍
1316,female,25-44,A,Didn't enjoy the aftertaste. Would love a decaf version. 👎
1317,female,45-64,B,My morning feels incomplete without it. ngl I expected more.
1318,male,25-44,B,Best coffee I've had in a while 🤔
1319,male,45-64,A,"Love the aroma, not a fan of the aftertaste. Hope you keep the qualty consistent. 😋"
1320,male,18-24,A,Packaging looks premium but freshness could improve. Would recommend it to friends.
1321,male,25-44,B,Taste is nice but it's a bit pricey. Please introduce more roast options. 👍
1322,male,65+,A,The beans smell fantastic. Delivery was really fast.
1323,female,18-24,A,Worth every penny. Not bad at all tbh.
1324,male,65+,A,rly enjoying cofee X 😊
1325,female,18-24,B,My morning feels incomplete without it 👍
1326,male,45-64,A,"Love the aroma, not a fan of the aftertaste. I drink it every morning. 😕"
1327,male,25-44,B,I'll definitely buy again. Delivery was really fast. ❤️
1328,female,45-64,A,Very balanced flavour. 😊
1329,male,25-44,B,Really enjoying cofee X. Would love a decaf version.
1330,female,18-24,A,Bit disappointed. Hope you keep the quality consistent. 😋
1331,male,45-64,A,Very balanced flavour. I drink it every morning. 👎
1332,male,65+,A,Expected better. Not bad at all tbh. 😅
1333,male,65+,A,Amazing aroma. Please introduce more roast options. 😍
1334,female,25-44,B,Taste is kinda weak 😊
1335,male,25-44,A,I'll definitely buy again. 😍
1336,male,45-64,B,Meh. 😊
1337,female,65+,B,Way too expensive. I drink it every morning. 😋
1338,female,25-44,A,Love this coffe
1339,female,45-64,A,My morning feels incomplete without it. Delivery was really fast. 😅
1340,female,18-24,B,10/10 ❤️ 🤔
1341,female,45-64,B,Taste is nice but it's a bit pricey. Customer service was gr8 too.
1342,female,25-44,A,Bit disappointed. Please introduce more roast options.
1343,male,18-24,A,Expected better. imo it's one of the better brands.
1344,male,45-64,B,Yumm 😋 😅
1345,female,45-64,A,Pretty good overall although I expected a stronger roast. Would recommend it to friends.
1346,male,65+,A,Bit disappointed. imo it's one of the better brands. 😅
1347,female,45-64,B,Worth every penny. 👎
1348,male,25-44,B,Really enjoying coffe X. Hope you keep the quality consistent.
1349,male,45-64,A,Not as fresh as expected. Would recommend it to friends.
1350,male,25-44,B,Packaging looks premium but freshness could improve. Would recommend it to friends. ☕
1351,male,45-64,A,My morning feels incomplete without it. Please introduce more roast options. 😅
1352,female,18-24,A,Packaging could be better. imo it's one of the better brands. 👎
1353,male,18-24,B,The beans smell fantastic.
1354,female,18-24,A,Super smooth taste. Not bad at all tbh.
1355,male,65+,A,Not as fresh as expected. Please introduce more roast options. 😅
1356,male,18-24,A,cofee arrived stale.
1357,female,65+,B,Really enjoying Coffee X. Would recomend it to friends.
1358,female,25-44,B,Meh. 👍
1359,male,25-44,A,Packaging could be better. Delivery was really fast. 👌
1360,female,65+,B,Worth every penny. Customer service was great too. 👎
1361,male,25-44,A,Packaging looks premium but freshness could improve. ngl I expected more. ☕
1362,female,25-44,B,Amazing aroma. Customer service was great too. 😕
1363,male,65+,A,Works gr8 with milk but black cofee isn't my favourite. ❤️
